,Company,Year,ret,Sentiment_Score,Mkt-RF,RF
799,ADP,2018,0.15366157627133736,0.27140723,5.40%,2.91%
800,ADSK,2018,0.3316536782602535,0.078135803,5.40%,2.91%
801,AEE,2018,0.24867648221632122,0.06818471200000001,5.40%,2.91%
802,AEP,2018,0.17105551641589445,0.0,5.40%,2.91%
803,AES,2018,0.46092604013609306,-0.000977128,5.40%,2.91%
804,AFL,2018,0.09460254880794272,0.083740578,5.40%,2.91%
805,AIG,2018,-0.3062351931464642,0.013877401000000001,5.40%,2.91%
806,AIV,2018,0.2501744295782351,0.10783068,5.40%,2.91%
807,AIZ,2018,0.0625402939966686,-0.003075058,5.40%,2.91%
808,AJG,2018,0.07589961376027277,0.021436146,5.40%,2.91%
809,AKAM,2018,-0.02809487959402812,0.109630596,5.40%,2.91%
810,ALB,2018,-0.2696552670907565,0.151985394,5.40%,2.91%
811,ALK,2018,0.027524952850501272,0.250775164,5.40%,2.91%
812,ALL,2018,-0.09523619273027184,0.071441234,5.40%,2.91%
813,ALLE,2018,0.015402654079640365,0.256411822,5.40%,2.91%
814,AMAT,2018,-0.3619320478552257,0.197865751,5.40%,2.91%
815,AME,2018,-0.04473218403353696,0.305124092,5.40%,2.91%
816,AMG,2018,-0.4802406033014984,0.044796876,5.40%,2.91%
817,AMGN,2018,-0.005113046359817797,-0.000206346,5.40%,2.91%
818,AMP,2018,-0.28331238989111385,0.090086629,5.40%,2.91%
819,AMT,2018,0.20033842211407515,0.126427238,5.40%,2.91%
820,AMZN,2018,0.16177965226617674,0.19011761800000002,5.40%,2.91%
821,AN,2018,-0.3841872837138778,-0.051669062,5.40%,2.91%
822,AON,2018,0.10468483047248522,0.12323179599999999,5.40%,2.91%
823,APA,2018,-0.23131034098041114,0.053980007,5.40%,2.91%
824,APD,2018,-0.012865071763399794,0.060025792,5.40%,2.91%
825,APH,2018,-0.037618278965633634,0.131393936,5.40%,2.91%
826,ATVI,2018,-0.34996861998905604,0.21442156,5.40%,2.91%
827,AVB,2018,0.18643782581728896,0.024827247,5.40%,2.91%
828,AVY,2018,-0.15954200953915998,0.0,5.40%,2.91%
829,AWK,2018,0.15184020095158868,0.090474616,5.40%,2.91%
830,AXP,2018,0.055855820377392895,0.033079178,5.40%,2.91%
831,AYI,2018,-0.08434153850432058,0.233753438,5.40%,2.91%
832,AZO,2018,0.31109896758655253,0.150831374,5.40%,2.91%
833,BA,2018,0.17061859893175524,0.096408836,5.40%,2.91%
834,BAC,2018,-0.07137825533001574,0.066027483,5.40%,2.91%
835,BBBY,2018,-0.4598631667831735,0.130052001,5.40%,2.91%
836,BBY,2018,0.6671916071094464,0.13233298599999999,5.40%,2.91%
837,BDX,2018,0.11968418949109161,0.009648058000000001,5.40%,2.91%
838,BEN,2018,-0.1873852183487098,-0.05623849,5.40%,2.91%
839,BIIB,2018,-0.07013815265090251,-0.033231897999999996,5.40%,2.91%
840,BLK,2018,-0.25546007500262025,0.09197439800000001,5.40%,2.91%
841,BMY,2018,-0.214517910847577,0.069334905,5.40%,2.91%
842,BSX,2018,0.3349981181689208,0.107623311,5.40%,2.91%
843,BWA,2018,-0.27553571692649925,0.091776105,5.40%,2.91%
844,BXP,2018,0.1250694324440058,0.028422563999999997,5.40%,2.91%
845,C,2018,-0.1650628980860379,-0.018462638,5.40%,2.91%
846,CAG,2018,0.0582522454312604,0.071282453,5.40%,2.91%
847,CAH,2018,-0.3301261761190638,0.010288337,5.40%,2.91%
848,CB,2018,-0.11307616803159637,0.049473601,5.40%,2.91%
849,CCI,2018,0.0912280265808918,0.220736025,5.40%,2.91%
850,CCL,2018,-0.23836071941327563,0.0,5.40%,2.91%
851,CF,2018,0.05382480447370286,0.05702165,5.40%,2.91%
852,CFG,2018,-0.2257215187861158,0.057549469000000006,5.40%,2.91%
853,CHD,2018,0.3083687983325978,0.1046177,5.40%,2.91%
854,CHRW,2018,-0.06719352954392266,0.24184673899999998,5.40%,2.91%
855,CHTR,2018,-0.23012986158373738,0.020560149,5.40%,2.91%
856,CINF,2018,0.08010126076611024,0.220237218,5.40%,2.91%
857,CLX,2018,0.029643205059183275,0.0,5.40%,2.91%
858,CMA,2018,-0.127737136325756,0.0,5.40%,2.91%
859,CMCSA,2018,-0.14424481605245187,-0.044317864000000005,5.40%,2.91%
860,CME,2018,0.20685568390254327,0.008842816,5.40%,2.91%
861,CMG,2018,0.6548062676634656,0.084303713,5.40%,2.91%
862,CMI,2018,-0.19482988403265322,0.209299095,5.40%,2.91%
863,CMS,2018,0.19696970144032155,0.16232833900000002,5.40%,2.91%
864,CNC,2018,0.1966141745990655,0.042987684000000005,5.40%,2.91%
865,COF,2018,-0.20467898509358307,0.102069681,5.40%,2.91%
866,COO,2018,0.15639154158476765,0.190793982,5.40%,2.91%
867,COP,2018,0.1438354913445017,0.102079457,5.40%,2.91%
868,COST,2018,0.447604432036415,0.38104386799999995,5.40%,2.91%
869,COTY,2018,-0.32053770165968376,0.127327714,5.40%,2.91%
870,CPB,2018,-0.19103812880260818,-0.080132995,5.40%,2.91%
871,CRM,2018,0.4747792532883366,0.147738821,5.40%,2.91%
872,CSCO,2018,0.5249098014112268,0.011562601,5.40%,2.91%
873,CSX,2018,0.18175668125996736,-0.073336264,5.40%,2.91%
874,CTAS,2018,0.5131315222681079,0.216739431,5.40%,2.91%
875,CTSH,2018,-0.0927909935083,0.161318594,5.40%,2.91%
876,CTXS,2018,0.09922925814056915,0.058551190999999995,5.40%,2.91%
877,CVS,2018,-0.1526860183746075,0.0,5.40%,2.91%
878,CVX,2018,-0.06276449090415137,0.0,5.40%,2.91%
879,D,2018,-0.03360168734286084,0.017705323000000002,5.40%,2.91%
880,DAL,2018,-0.08180386411566776,0.285046753,5.40%,2.91%
881,DD,2018,-0.19252763513813764,0.009537927,5.40%,2.91%
882,DE,2018,0.006701285368216459,0.0,5.40%,2.91%
883,DFS,2018,-0.1336412575855681,0.031165445,5.40%,2.91%
884,DG,2018,0.30749257281905806,0.23203394800000002,5.40%,2.91%
885,DGX,2018,-0.17197964975303248,0.0,5.40%,2.91%
886,DHI,2018,-0.17035396129974445,0.169590469,5.40%,2.91%
887,DHR,2018,0.07976835522462089,0.258527386,5.40%,2.91%
888,DLR,2018,0.04535260807347408,-0.069311715,5.40%,2.91%
889,DLTR,2018,0.2900955573063826,0.228103582,5.40%,2.91%
890,DOV,2018,0.049832188593815774,0.335635155,5.40%,2.91%
891,DRI,2018,0.19723472595164715,0.21261698,5.40%,2.91%
892,DTE,2018,0.14376283869217854,0.082490194,5.40%,2.91%
893,DVA,2018,-0.2925376924276254,-0.142475102,5.40%,2.91%
894,DVN,2018,-0.3278468196473644,0.222808685,5.40%,2.91%
895,EA,2018,0.24464586708014657,0.123660028,5.40%,2.91%
896,EBAY,2018,-0.15643568026982413,-0.01483336,5.40%,2.91%
897,ECL,2018,0.15332121736662163,0.150269809,5.40%,2.91%
898,ED,2018,-0.006844549222542851,-0.004999254,5.40%,2.91%
899,EFX,2018,-0.12798909558159544,0.064141715,5.40%,2.91%
900,EIX,2018,-0.07108944544065077,-0.121231735,5.40%,2.91%
901,EL,2018,0.36986101350798517,0.27120201,5.40%,2.91%
902,EMN,2018,-0.15587484809803642,0.000650592,5.40%,2.91%
903,EMR,2018,0.035964290846763225,0.318222923,5.40%,2.91%
904,ENDP,2018,0.3769784111456127,-0.04408989,5.40%,2.91%
905,EOG,2018,-0.13026831599421795,0.196903628,5.40%,2.91%
906,EQIX,2018,-0.10853322772603446,0.155351445,5.40%,2.91%
907,EQR,2018,0.22966349067282144,0.079966001,5.40%,2.91%
908,EQT,2018,-0.3303821235190342,0.027283161,5.40%,2.91%
909,ES,2018,0.11659810854951025,0.000904438,5.40%,2.91%
910,ESS,2018,0.23326884239733614,0.02821756,5.40%,2.91%
911,ETN,2018,-0.12497382901300036,0.0,5.40%,2.91%
912,EW,2018,0.3313870972693642,0.251207847,5.40%,2.91%
913,EXC,2018,0.25975324633672336,0.012117316999999999,5.40%,2.91%
914,EXPD,2018,0.08148989528124218,0.22597106600000003,5.40%,2.91%
915,EXPE,2018,-0.06378400580724619,0.19764155600000002,5.40%,2.91%
916,EXR,2018,0.21977422089292897,0.039515136,5.40%,2.91%
917,F,2018,-0.16180054370171326,0.034888313,5.40%,2.91%
918,FAST,2018,0.11014131556138973,0.195759073,5.40%,2.91%
919,FBHS,2018,-0.3759660456955771,0.132593594,5.40%,2.91%
920,FDX,2018,0.06519792427451487,0.0,5.40%,2.91%
921,FE,2018,0.2499890743511326,0.032772735,5.40%,2.91%
922,FFIV,2018,0.43308539979514227,-0.033636426000000004,5.40%,2.91%
923,FIS,2018,0.040388590534351065,0.17563231399999998,5.40%,2.91%
924,FISV,2018,0.18787719446799822,0.21521546800000002,5.40%,2.91%
925,FITB,2018,-0.15860959101484773,0.08687436,5.40%,2.91%
926,FL,2018,-0.4375188390590484,0.146366777,5.40%,2.91%
927,FLR,2018,-0.3891039166283152,-0.044617700999999996,5.40%,2.91%
928,FLS,2018,-0.017844797044670457,0.17945388899999998,5.40%,2.91%
929,FMC,2018,-0.10943765838327113,0.14865406,5.40%,2.91%
930,FRT,2018,0.13720422955169265,0.028110283,5.40%,2.91%
931,FSLR,2018,-0.244149622112395,0.044778592,5.40%,2.91%
932,GD,2018,-0.22299087608646617,0.334618295,5.40%,2.91%
933,GILD,2018,-0.17465624508030353,-0.062890708,5.40%,2.91%
934,GIS,2018,-0.13873096710060728,0.053306228,5.40%,2.91%
935,GLW,2018,0.06184271364924232,0.21840525,5.40%,2.91%
936,GM,2018,-0.04709347667489805,0.184951952,5.40%,2.91%
937,GOOGL,2018,-0.06742142184330469,0.13694419800000002,5.40%,2.91%
938,GPC,2018,-0.02625404323433389,0.42053931899999997,5.40%,2.91%
939,GPN,2018,0.021000582093674725,0.061834214000000005,5.40%,2.91%
940,GPS,2018,0.4002874882888028,0.145210158,5.40%,2.91%
941,GRMN,2018,0.09689289388152456,0.21075373100000003,5.40%,2.91%
942,GS,2018,-0.23674747427617282,0.06853519,5.40%,2.91%
943,GT,2018,-0.39036437043730177,0.069625515,5.40%,2.91%
944,GWW,2018,0.0943998628033429,0.220371376,5.40%,2.91%
945,HAL,2018,-0.4063362143835739,0.0,5.40%,2.91%
946,HAS,2018,-0.012738707909550673,-0.06924177200000001,5.40%,2.91%
947,HBAN,2018,-0.13267569244980748,0.155609818,5.40%,2.91%
948,HBI,2018,-0.29697489360751317,0.081402815,5.40%,2.91%
949,HCA,2018,0.38710395117866025,0.105680825,5.40%,2.91%
950,HD,2018,0.3059280835409508,0.276461815,5.40%,2.91%
951,HES,2018,0.08675393697864497,0.010240443,5.40%,2.91%
952,HIG,2018,-0.18143804553290632,0.036822653999999996,5.40%,2.91%
953,HOG,2018,-0.2567672507794425,0.031106572000000002,5.40%,2.91%
954,HOLX,2018,0.0185434683790191,0.006752762,5.40%,2.91%
955,HON,2018,-0.04028349074857018,0.35241357700000003,5.40%,2.91%
956,HPE,2018,0.10038170047609873,0.042427237,5.40%,2.91%
957,HPQ,2018,0.09815102606207415,0.170356848,5.40%,2.91%
958,HRB,2018,0.10709542429346253,0.048731187,5.40%,2.91%
959,HRL,2018,0.3273366478977757,0.370548363,5.40%,2.91%
960,HSIC,2018,-0.18405756514190874,0.050008395,5.40%,2.91%
961,HSIC,2018,0.18625168082878885,0.050012622,5.40%,2.91%
962,HST,2018,-0.08802083895281176,-0.120328829,5.40%,2.91%
963,HSY,2018,-0.008900241272532639,0.22991339600000002,5.40%,2.91%
964,HUM,2018,0.09278688645294242,0.137421928,5.40%,2.91%
965,IBM,2018,-0.1415580547818469,0.0,5.40%,2.91%
966,ICE,2018,0.049386978413280325,0.0056324059999999995,5.40%,2.91%
967,IDXX,2018,0.11302854789545802,0.188436298,5.40%,2.91%
968,IFF,2018,-0.04865371668610252,0.093359333,5.40%,2.91%
969,INTC,2018,-0.0419082639595314,0.653194828,5.40%,2.91%
970,INTU,2018,0.5765962135974922,0.140004125,5.40%,2.91%
971,IP,2018,-0.23536316898295728,0.280519157,5.40%,2.91%
972,IPG,2018,0.0852595912633729,0.159609765,5.40%,2.91%
973,IR,2018,-0.30561044583281183,0.188013934,5.40%,2.91%
974,IRM,2018,0.16324457084736954,0.05542698,5.40%,2.91%
975,ISRG,2018,0.18848171796625124,0.260158188,5.40%,2.91%
976,ITW,2018,-0.20588217839303857,0.531499328,5.40%,2.91%
977,IVZ,2018,-0.46949210890597837,0.088899042,5.40%,2.91%
978,JBHT,2018,-0.10645336884564882,0.240671197,5.40%,2.91%
979,JCI,2018,-0.22323385924600547,0.15388148,5.40%,2.91%
980,JNJ,2018,-0.06013467445695031,0.224585265,5.40%,2.91%
981,JNPR,2018,-0.06383946220278325,0.057501259000000006,5.40%,2.91%
982,JPM,2018,-0.06948612068738236,0.0,5.40%,2.91%
983,K,2018,-0.11344412926184266,0.150656748,5.40%,2.91%
984,KEY,2018,-0.2011195845744077,0.10609615,5.40%,2.91%
985,KHC,2018,-0.3759834944704592,0.014528262,5.40%,2.91%
986,KIM,2018,0.19447794623406645,0.05402094,5.40%,2.91%
987,KLAC,2018,0.1765977803343639,0.034378666,5.40%,2.91%
988,KMB,2018,-0.055867155290130865,0.18941922100000003,5.40%,2.91%
989,KMI,2018,0.04008392618888745,0.091012925,5.40%,2.91%
990,KMX,2018,-0.0023310556301113783,0.243339506,5.40%,2.91%
991,KO,2018,0.044406640900991556,0.160850456,5.40%,2.91%
992,KR,2018,-0.1142344761412527,-0.021776302999999997,5.40%,2.91%
993,KSS,2018,0.5906870163651525,0.201689122,5.40%,2.91%
994,L,2018,-0.06991896429690347,0.074699682,5.40%,2.91%
995,LEG,2018,-0.10540256503134038,0.212064862,5.40%,2.91%
996,LEN,2018,-0.3944132198835625,0.09651005300000001,5.40%,2.91%
997,LH,2018,-0.22031891312961027,-0.093039096,5.40%,2.91%
998,LKQ,2018,-0.37022991806889916,0.12097969199999999,5.40%,2.91%
999,LLY,2018,0.3924813623963097,-0.17074387600000002,5.40%,2.91%
1000,LMT,2018,-0.1461847629134908,0.126196108,5.40%,2.91%
1001,LNC,2018,-0.2954784466879734,0.011790543999999998,5.40%,2.91%
1002,LNT,2018,0.13917972005977974,0.07875813799999999,5.40%,2.91%
1003,LOW,2018,0.08567098528412775,0.161547829,5.40%,2.91%
1004,LRCX,2018,0.06844917323664301,0.144775895,5.40%,2.91%
1005,LUV,2018,-0.02868409133925065,0.105789967,5.40%,2.91%
1006,LYB,2018,-0.22891783482111916,0.33933991,5.40%,2.91%
1007,MA,2018,0.22709867295200792,0.024003307,5.40%,2.91%
1008,MAA,2018,0.16461291332130257,0.140075797,5.40%,2.91%
1009,MAC,2018,-0.2386977822287395,-0.03897415,5.40%,2.91%
1010,MAR,2018,-0.21899557563907868,0.23683695,5.40%,2.91%
1011,MAS,2018,-0.26797611491665607,0.289097841,5.40%,2.91%
1012,MAT,2018,-0.23139461302233655,-0.23304213899999998,5.40%,2.91%
1013,MCD,2018,0.08055058320564967,0.369597257,5.40%,2.91%
1014,MCHP,2018,0.1175665631558176,0.121164616,5.40%,2.91%
1015,MCK,2018,0.13779369898551486,-0.016540346,5.40%,2.91%
1016,MCO,2018,-0.02146375399671141,0.199637308,5.40%,2.91%
1017,MDLZ,2018,0.011327319946279113,0.09049801699999999,5.40%,2.91%
1018,MDT,2018,0.02916947401789516,0.39406425,5.40%,2.91%
1019,MET,2018,-0.056618470127080434,0.07976522400000001,5.40%,2.91%
1020,MHK,2018,-0.5480706956580372,0.289816197,5.40%,2.91%
1021,MKC,2018,0.3994565781851629,0.327865442,5.40%,2.91%
1022,MLM,2018,-0.23619612142729784,0.0,5.40%,2.91%
1023,MMC,2018,0.019939633645591925,0.087256015,5.40%,2.91%
1024,MMM,2018,-0.18678518851625825,0.229696108,5.40%,2.91%
1025,MNST,2018,-0.17201767367743181,0.09666067699999999,5.40%,2.91%
1026,MO,2018,-0.2788197172365152,-0.128693775,5.40%,2.91%
1027,MOS,2018,0.17753153314819392,0.0,5.40%,2.91%
1028,MPC,2018,-0.030344043140576593,0.09822667,5.40%,2.91%
1029,MRK,2018,0.24680737346831316,0.10482568,5.40%,2.91%
1030,MRO,2018,-0.10318590346653422,0.067581793,5.40%,2.91%
1031,MS,2018,-0.2251416491131667,0.045964775,5.40%,2.91%
1032,MSFT,2018,0.4776773082930852,0.209435242,5.40%,2.91%
1033,MSI,2018,0.19155743857979046,0.08844983699999999,5.40%,2.91%
1034,MTB,2018,-0.1101763594586388,0.070853209,5.40%,2.91%
1035,MTD,2018,-0.06528933605498044,0.341357212,5.40%,2.91%
1036,MU,2018,0.12846798345590527,0.28463300199999997,5.40%,2.91%
1037,MUR,2018,-0.11640501389470259,0.15272856699999998,5.40%,2.91%
1038,NAVI,2018,-0.15385703598780953,-0.01293448,5.40%,2.91%
1039,NEE,2018,0.14954668445803887,0.04043133,5.40%,2.91%
1040,NEM,2018,-0.14567670825121115,-0.031334062999999995,5.40%,2.91%
1041,NFLX,2018,0.22187955013497573,-0.311417379,5.40%,2.91%
1042,NI,2018,0.1292032470521729,-0.067050594,5.40%,2.91%
1043,NKE,2018,0.34474494634459574,0.187824148,5.40%,2.91%
1044,NOC,2018,-0.15976098282724283,0.148753918,5.40%,2.91%
1045,NOV,2018,-0.17883634916276725,0.178400315,5.40%,2.91%
1046,NRG,2018,0.5460854790615255,0.010984809,5.40%,2.91%
1047,NSC,2018,0.14410376889786347,0.369158781,5.40%,2.91%
1048,NTAP,2018,0.6817688447191903,0.120498185,5.40%,2.91%
1049,NTRS,2018,-0.13728922453218717,0.0849716,5.40%,2.91%
1050,NUE,2018,-0.07313821547698274,0.0,5.40%,2.91%
1051,NVDA,2018,1.4326033853276594,0.159394322,5.40%,2.91%
1052,NWL,2018,-0.15571669247784636,-0.049522558,5.40%,2.91%
1053,NWS,2018,0.04441650405024933,0.031160921,5.40%,2.91%
1054,NWSA,2018,0.059013534794503775,0.031160921,5.40%,2.91%
1055,O,2018,0.35082661392309467,0.0,5.40%,2.91%
1056,OKE,2018,0.15209412555202872,0.14128509,5.40%,2.91%
1057,OMC,2018,0.04188496105592909,0.116842333,5.40%,2.91%
1058,ORLY,2018,0.28855260309480335,0.18861261399999998,5.40%,2.91%
1059,OXY,2018,-0.06526023604233488,0.283505234,5.40%,2.91%
1060,PAYX,2018,0.23434862004916202,0.246239756,5.40%,2.91%
1061,PBI,2018,-0.3773248965899316,0.10367293699999999,5.40%,2.91%
1062,PCAR,2018,-0.09944284495754918,0.260121547,5.40%,2.91%
1063,PCG,2018,-0.6743687416542138,-0.058095210999999994,5.40%,2.91%
1064,PDCO,2018,-0.5023953484441217,-0.162619627,5.40%,2.91%
1065,PEG,2018,0.08117776281595579,0.013297743999999998,5.40%,2.91%
1066,PEP,2018,-0.06047246456427802,0.032154204,5.40%,2.91%
1067,PFE,2018,0.1392978879304676,0.0,5.40%,2.91%
1068,PFG,2018,-0.26984590213105364,0.079422023,5.40%,2.91%
1069,PG,2018,-0.08702801422926632,0.102331619,5.40%,2.91%
1070,PGR,2018,0.27439772755602765,0.0,5.40%,2.91%
1071,PHM,2018,-0.15606089607828366,0.35808352,5.40%,2.91%
1072,PKI,2018,0.08581151961115796,0.08341045400000001,5.40%,2.91%
1073,PLD,2018,0.11985428070811999,0.078301495,5.40%,2.91%
1074,PM,2018,-0.271613811745104,0.048315788,5.40%,2.91%
1075,PNC,2018,-0.19518023762650805,0.147486267,5.40%,2.91%
1076,PNR,2018,-0.1284476790688106,0.148286587,5.40%,2.91%
1077,PNW,2018,0.14373752074745272,0.058278555999999995,5.40%,2.91%
1078,PPG,2018,-0.0972514568750732,0.434116688,5.40%,2.91%
1079,PPL,2018,0.0386714931325165,0.046538218,5.40%,2.91%
1080,PRGO,2018,-0.48335163564184125,0.06595121799999999,5.40%,2.91%
1081,PRU,2018,-0.2200057999573959,0.116751255,5.40%,2.91%
1082,PSA,2018,0.12833385126314778,0.042345227,5.40%,2.91%
1083,PSX,2018,-0.048137359206885444,0.18594466699999998,5.40%,2.91%
1084,PVH,2018,0.5630528895026359,0.116628915,5.40%,2.91%
1085,PWR,2018,-0.08263214727491186,0.002362834,5.40%,2.91%
1086,PXD,2018,-0.22384582469267944,0.051025426,5.40%,2.91%
1087,PYPL,2018,0.1031272322217256,-0.013495044,5.40%,2.91%
1088,QCOM,2018,0.207787321652124,-0.14363098900000001,5.40%,2.91%
1089,QRVO,2018,-0.01763589963137402,0.022686982,5.40%,2.91%
1090,R,2018,-0.31691343978519704,0.18540411699999998,5.40%,2.91%
1091,RCL,2018,-0.07145134204947734,0.044805832999999996,5.40%,2.91%
1092,REGN,2018,0.1056955942008162,-0.026573195,5.40%,2.91%
1093,RHI,2018,0.15594208690464817,0.214915093,5.40%,2.91%
1094,RIG,2018,-0.20928118640905613,-0.039060353,5.40%,2.91%
1095,RL,2018,0.41578114387516396,-0.047106502,5.40%,2.91%
1096,ROP,2018,0.034404959173387484,0.17798249600000002,5.40%,2.91%
1097,ROST,2018,0.1387265291292663,0.176282766,5.40%,2.91%
1098,RRC,2018,-0.19184838633993573,0.110143474,5.40%,2.91%
1099,RSG,2018,0.1448604038936594,0.048620295,5.40%,2.91%
1100,SBUX,2018,0.09306996226661424,0.13564848,5.40%,2.91%
1101,SCHW,2018,-0.11112213915166314,0.104086861,5.40%,2.91%
1102,SEE,2018,-0.17529661926584872,0.10348177900000001,5.40%,2.91%
1103,SHW,2018,-0.0301150968992685,0.0,5.40%,2.91%
1104,SIG,2018,-0.2949536001909421,-0.110156995,5.40%,2.91%
1105,SJM,2018,-0.12649819746563318,0.0,5.40%,2.91%
1106,SLB,2018,-0.37597783043269206,0.113631248,5.40%,2.91%
1107,SLG,2018,-0.040399084069349,-0.050014885,5.40%,2.91%
1108,SNA,2018,-0.06505538856934046,0.25331286,5.40%,2.91%
1109,SO,2018,0.12608163798180727,-0.047513535,5.40%,2.91%
1110,SPG,2018,0.16860463938888337,0.115709218,5.40%,2.91%
1111,SPGI,2018,0.059097687946491284,0.18701938,5.40%,2.91%
1112,SRCL,2018,-0.38959425750649357,-0.027913117999999997,5.40%,2.91%
1113,SRE,2018,0.12112036973508467,0.021445608999999997,5.40%,2.91%
1114,STT,2018,-0.34105222668994206,0.010082661,5.40%,2.91%
1115,STX,2018,0.7309151824094873,0.18437377300000002,5.40%,2.91%
1116,STZ,2018,0.4193294096060689,0.292250639,5.40%,2.91%
1117,SWK,2018,-0.2673718159926012,0.255122319,5.40%,2.91%
1118,SWKS,2018,-0.2595143471346384,0.06688053299999999,5.40%,2.91%
1119,SWN,2018,-0.5509310127885322,-0.064274992,5.40%,2.91%
1120,SWN,2018,0.12195122234882305,0.060482592,5.40%,2.91%
1121,SYF,2018,-0.2237903756698676,0.173267248,5.40%,2.91%
1122,SYK,2018,0.07758339704975126,0.36468918,5.40%,2.91%
1123,SYY,2018,0.2967769800478781,0.318316942,5.40%,2.91%
1124,T,2018,-0.14966440833789696,0.0,5.40%,2.91%
1125,TAP,2018,-0.1981190118088575,0.039981049,5.40%,2.91%
1126,TDC,2018,0.08241621379769204,0.167300286,5.40%,2.91%
1127,TDG,2018,0.14505763843777175,0.212175005,5.40%,2.91%
1128,TEL,2018,-0.13945908585380506,0.18802266899999998,5.40%,2.91%
1129,TGNA,2018,-0.22160066438345494,0.046309842000000004,5.40%,2.91%
1130,TGT,2018,0.16948200884710118,0.206418346,5.40%,2.91%
1131,TJX,2018,0.08474261014830375,0.331834177,5.40%,2.91%
1132,TMO,2018,0.14523713612386313,0.26696220800000003,5.40%,2.91%
1133,TRIP,2018,0.6363895375117037,0.100585399,5.40%,2.91%
1134,TROW,2018,-0.18637798197462063,0.081962962,5.40%,2.91%
1135,TRV,2018,-0.1337286068576008,0.139293957,5.40%,2.91%
1136,TSCO,2018,0.14389727532816932,0.26112061,5.40%,2.91%
1137,TSN,2018,-0.12413060462166747,0.155903506,5.40%,2.91%
1138,TXN,2018,-0.04439432387999542,0.437075425,5.40%,2.91%
1139,TXT,2018,-0.13640396038659708,0.013135282,5.40%,2.91%
1140,UA,2018,0.46343345372095257,0.175283877,5.40%,2.91%
1141,UAA,2018,0.4826364695476104,0.175283877,5.40%,2.91%
1142,UAL,2018,0.3053275396541213,-0.044513783,5.40%,2.91%
1143,UDR,2018,0.25756180702954623,0.027910541,5.40%,2.91%
1144,UHS,2018,0.0890976369130867,-0.052254367999999995,5.40%,2.91%
1145,ULTA,2018,-0.28223728415806837,0.22538953399999997,5.40%,2.91%
1146,UNH,2018,0.15789585446035526,0.214308385,5.40%,2.91%
1147,UNM,2018,-0.35094646551731545,0.187106091,5.40%,2.91%
1148,UPS,2018,-0.18437550177812123,0.222368008,5.40%,2.91%
1149,URBN,2018,0.35462306456881465,0.064443255,5.40%,2.91%
1150,URI,2018,-0.2974085777449714,0.331073991,5.40%,2.91%
1151,USB,2018,-0.08634030366888201,0.0,5.40%,2.91%
1152,V,2018,0.21448064254968835,0.07078844,5.40%,2.91%
1153,VMC,2018,-0.2706321045554445,0.202138132,5.40%,2.91%
1154,VNO,2018,0.016595175651470617,0.017082756,5.40%,2.91%
1155,VRSK,2018,0.1854319386211658,0.204178902,5.40%,2.91%
1156,VRSN,2018,0.5002228953262731,0.0,5.40%,2.91%
1157,VRTX,2018,0.12315366033662967,0.09685716,5.40%,2.91%
1158,VTR,2018,0.238478549191961,-0.023460021,5.40%,2.91%
1159,VZ,2018,0.04842311116552489,0.0,5.40%,2.91%
1160,WAT,2018,0.07772147152478537,0.10112638199999999,5.40%,2.91%
1161,WBA,2018,-0.030985807567083357,0.174420673,5.40%,2.91%
1162,WDC,2018,-0.15748470133868853,0.098721482,5.40%,2.91%
1163,WEC,2018,0.16737644482126557,0.026267271000000002,5.40%,2.91%
1164,WFC,2018,-0.2102728900979357,0.0,5.40%,2.91%
1165,WHR,2018,-0.2497770395789004,0.064553055,5.40%,2.91%
1166,WM,2018,0.10254850456891718,0.09536637099999999,5.40%,2.91%
1167,WMB,2018,-0.09736974342844851,0.19801874600000002,5.40%,2.91%
1168,WMT,2018,0.2869525781550819,0.385171976,5.40%,2.91%
1169,WU,2018,-0.07617915980189316,-0.012847035,5.40%,2.91%
1170,WY,2018,-0.2583855834562472,0.11371193,5.40%,2.91%
1171,WYNN,2018,-0.2832524679118288,0.034766175,5.40%,2.91%
1172,XEL,2018,0.16443882869895265,0.170839729,5.40%,2.91%
1173,XOM,2018,-0.13245167386180368,0.0,5.40%,2.91%
1174,XRAY,2018,-0.31721907809203587,0.174518838,5.40%,2.91%
1175,XRX,2018,-0.10228077528052448,0.021656084,5.40%,2.91%
1176,XYL,2018,-0.003097801497453312,0.36956210799999994,5.40%,2.91%
1177,YUM,2018,0.12409445277890807,0.140018082,5.40%,2.91%
1178,ZBH,2018,-0.13135745797078469,0.152252164,5.40%,2.91%
1179,ZION,2018,-0.09261182514358712,0.31426599,5.40%,2.91%
1180,ZTS,2018,0.09285828766420234,0.045070795,5.40%,2.91%
1181,A,2019,0.12045675553686364,0.358804378,5.60%,2.14%
1182,AAL,2019,-0.2277237708544807,0.032328561,5.60%,2.14%
1183,AAP,2019,-0.10065665118976996,0.16908989300000002,5.60%,2.14%
1184,AAPL,2019,0.19164475453587815,0.056513967000000005,5.60%,2.14%
1185,ABBV,2019,0.09420445850013914,0.20332515,5.60%,2.14%
1186,ABC,2019,-0.0013257000245830985,-0.002062977,5.60%,2.14%
1187,ABT,2019,0.2640013284194409,0.258961736,5.60%,2.14%
1188,ACN,2019,0.12798019274425498,0.204214208,5.60%,2.14%
1189,ADBE,2019,0.45129061335622844,0.119023752,5.60%,2.14%
1190,ADI,2019,0.2085754017684509,0.034174513,5.60%,2.14%
